"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1989",44.650639,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1991",44.127056,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1993",47.159046,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1994",49.802025,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1995",44.935852,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1997",46.695274,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1998",43.955959,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1999",42.610085,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2000",41.212311,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2001",41.076141,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2002",39.050316,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2003",37.519817,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2004",35.879036,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2005",34.967968,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2006",33.289845,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2007",31.816732,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.064018,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2009",28.972523,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2010",26.792744,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2011",25.922543,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2012",23.563389,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2013",24.28443,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2014",22.895836,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.980896,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2016",20.067352,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2017",19.012659,
"AUS","EDUADULT","TRY","PC_25_64","A","1989",30.581482,
"AUS","EDUADULT","TRY","PC_25_64","A","1991",31.15881,
"AUS","EDUADULT","TRY","PC_25_64","A","1993",22.469191,
"AUS","EDUADULT","TRY","PC_25_64","A","1994",23.072365,
"AUS","EDUADULT","TRY","PC_25_64","A","1995",24.315445,
"AUS","EDUADULT","TRY","PC_25_64","A","1997",24.30127,
"AUS","EDUADULT","TRY","PC_25_64","A","1998",25.420708,
"AUS","EDUADULT","TRY","PC_25_64","A","1999",26.693399,
"AUS","EDUADULT","TRY","PC_25_64","A","2000",27.475746,
"AUS","EDUADULT","TRY","PC_25_64","A","2001",28.977322,
"AUS","EDUADULT","TRY","PC_25_64","A","2002",30.759785,
"AUS","EDUADULT","TRY","PC_25_64","A","2003",31.314152,
"AUS","EDUADULT","TRY","PC_25_64","A","2004",30.82308,
"AUS","EDUADULT","TRY","PC_25_64","A","2005",31.691153,
"AUS","EDUADULT","TRY","PC_25_64","A","2006",33.022213,
"AUS","EDUADULT","TRY","PC_25_64","A","2007",33.73671,
"AUS","EDUADULT","TRY","PC_25_64","A","2008",36.149986,
"AUS","EDUADULT","TRY","PC_25_64","A","2009",36.881355,
"AUS","EDUADULT","TRY","PC_25_64","A","2010",37.604309,
"AUS","EDUADULT","TRY","PC_25_64","A","2011",38.342072,
"AUS","EDUADULT","TRY","PC_25_64","A","2012",41.282364,
"AUS","EDUADULT","TRY","PC_25_64","A","2013",39.539928,
"AUS","EDUADULT","TRY","PC_25_64","A","2014",41.901855,
"AUS","EDUADULT","TRY","PC_25_64","A","2015",42.888756,
"AUS","EDUADULT","TRY","PC_25_64","A","2016",43.7439,
"AUS","EDUADULT","TRY","PC_25_64","A","2017",45.355675,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1989",24.767881,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1991",24.714134,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1993",30.371763,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1994",27.12561,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1995",30.748701,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1997",29.003454,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1998",30.623333,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","1999",30.696516,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2000",31.311945,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2001",29.946537,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2002",30.189898,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2003",31.166031,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2004",33.297886,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2005",33.340881,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2006",33.687943,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2007",34.44656,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2008",33.785992,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2009",34.146122,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2010",35.602947,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2011",35.735386,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2012",35.154247,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2013",36.17564,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2014",35.202309,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2015",36.130348,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2016",36.188747,
"AUS","EDUADULT","UPPSRY","PC_25_64","A","2017",35.631668,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2004",23.66626,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2005",23.055067,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2006",19.871609,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2007",20.062889,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2008",19.120087,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2009",18.354979,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2010",17.647495,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2011",17.636829,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.08353,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.028002,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2014",16.143999,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2015",15.351305,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2016",15.471591,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2017",15.037577,
"AUT","EDUADULT","TRY","PC_25_64","A","2004",24.783438,
"AUT","EDUADULT","TRY","PC_25_64","A","2005",24.639351,
"AUT","EDUADULT","TRY","PC_25_64","A","2006",25.356432,
"AUT","EDUADULT","TRY","PC_25_64","A","2007",25.092672,
"AUT","EDUADULT","TRY","PC_25_64","A","2008",26.191858,
"AUT","EDUADULT","TRY","PC_25_64","A","2009",26.895824,
"AUT","EDUADULT","TRY","PC_25_64","A","2010",27.743721,
"AUT","EDUADULT","TRY","PC_25_64","A","2011",27.956152,
"AUT","EDUADULT","TRY","PC_25_64","A","2012",28.739943,
"AUT","EDUADULT","TRY","PC_25_64","A","2013",29.738844,
"AUT","EDUADULT","TRY","PC_25_64","A","2014",29.904896,
"AUT","EDUADULT","TRY","PC_25_64","A","2015",30.550726,
"AUT","EDUADULT","TRY","PC_25_64","A","2016",31.383963,
"AUT","EDUADULT","TRY","PC_25_64","A","2017",32.39439,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2004",51.550304,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2005",52.305584,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2006",54.771961,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2007",54.844437,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2008",54.688057,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2009",54.749195,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2010",54.608784,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2011",54.407017,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2012",54.176529,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2013",53.233154,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2014",53.951103,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2015",54.097969,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2016",53.144444,
"AUT","EDUADULT","UPPSRY","PC_25_64","A","2017",52.568035,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1989",62.723583,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1991",56.83075,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1992",54.736912,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1994",50.637184,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1995",46.545418,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2000",41.47678,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2001",40.536442,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2002",39.196617,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2003",37.952141,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2004",35.708241,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2005",33.903755,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2006",33.057926,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2007",32.046577,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.423817,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2009",29.427107,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2010",29.500488,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2011",28.733294,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2012",28.356371,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2013",27.241648,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2014",26.44935,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.322903,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2016",24.905834,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2017",23.202787,
"BEL","EDUADULT","TRY","PC_25_64","A","1989",16.86467,
"BEL","EDUADULT","TRY","PC_25_64","A","1991",19.620007,
"BEL","EDUADULT","TRY","PC_25_64","A","1992",20.226023,
"BEL","EDUADULT","TRY","PC_25_64","A","1994",22.345255,
"BEL","EDUADULT","TRY","PC_25_64","A","1995",24.604177,
"BEL","EDUADULT","TRY","PC_25_64","A","2000",27.084993,
"BEL","EDUADULT","TRY","PC_25_64","A","2001",27.626753,
"BEL","EDUADULT","TRY","PC_25_64","A","2002",28.134819,
"BEL","EDUADULT","TRY","PC_25_64","A","2003",29.031809,
"BEL","EDUADULT","TRY","PC_25_64","A","2004",30.40086,
"BEL","EDUADULT","TRY","PC_25_64","A","2005",31.045088,
"BEL","EDUADULT","TRY","PC_25_64","A","2006",31.754845,
"BEL","EDUADULT","TRY","PC_25_64","A","2007",32.094864,
"BEL","EDUADULT","TRY","PC_25_64","A","2008",32.310043,
"BEL","EDUADULT","TRY","PC_25_64","A","2009",33.397053,
"BEL","EDUADULT","TRY","PC_25_64","A","2010",34.989502,
"BEL","EDUADULT","TRY","PC_25_64","A","2011",34.612984,
"BEL","EDUADULT","TRY","PC_25_64","A","2012",35.316551,
"BEL","EDUADULT","TRY","PC_25_64","A","2013",35.535332,
"BEL","EDUADULT","TRY","PC_25_64","A","2014",36.855022,
"BEL","EDUADULT","TRY","PC_25_64","A","2015",36.857422,
"BEL","EDUADULT","TRY","PC_25_64","A","2016",37.503956,
"BEL","EDUADULT","TRY","PC_25_64","A","2017",40.257053,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","1989",20.411747,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","1991",23.549244,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","1992",25.037067,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","1994",27.017561,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","1995",28.850407,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2000",31.438227,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2001",31.836805,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2002",32.668564,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2003",33.016048,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2004",33.8909,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2005",35.051159,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2006",35.187229,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2007",35.858559,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2008",37.26614,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2009",37.175842,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2010",35.51001,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2011",36.653725,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2012",36.32708,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2013",37.223022,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2014",36.695625,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2015",37.819675,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2016",37.59021,
"BEL","EDUADULT","UPPSRY","PC_25_64","A","2017",36.540157,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1981",38.953987,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1990",31.034004,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1991",29.99659,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1992",28.664516,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1993",26.689636,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1994",26.150627,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1995",24.862947,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1996",23.648046,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1997",22.245962,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1998",21.320238,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1999",20.417206,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2000",19.332481,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2001",18.011751,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2002",17.321903,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2003",16.267523,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2004",15.686501,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2005",14.816504,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2006",14.457152,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2007",13.494848,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2008",13.003522,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2009",12.468069,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2010",11.736887,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2011",11.368477,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2012",11.035321,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2013",10.45779,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2014",10.011459,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2015",9.5978909,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2016",9.3911886,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2017",8.8729382,
"CAN","EDUADULT","TRY","PC_25_64","A","1981",23.179003,
"CAN","EDUADULT","TRY","PC_25_64","A","1990",28.036085,
"CAN","EDUADULT","TRY","PC_25_64","A","1991",28.271395,
"CAN","EDUADULT","TRY","PC_25_64","A","1992",29.020555,
"CAN","EDUADULT","TRY","PC_25_64","A","1993",30.386959,
"CAN","EDUADULT","TRY","PC_25_64","A","1994",33.485878,
"CAN","EDUADULT","TRY","PC_25_64","A","1995",34.537247,
"CAN","EDUADULT","TRY","PC_25_64","A","1996",35.634304,
"CAN","EDUADULT","TRY","PC_25_64","A","1997",37.415951,
"CAN","EDUADULT","TRY","PC_25_64","A","1998",38.258327,
"CAN","EDUADULT","TRY","PC_25_64","A","1999",39.376038,
"CAN","EDUADULT","TRY","PC_25_64","A","2000",40.105782,
"CAN","EDUADULT","TRY","PC_25_64","A","2001",41.881519,
"CAN","EDUADULT","TRY","PC_25_64","A","2002",42.873188,
"CAN","EDUADULT","TRY","PC_25_64","A","2003",44.123833,
"CAN","EDUADULT","TRY","PC_25_64","A","2004",44.548969,
"CAN","EDUADULT","TRY","PC_25_64","A","2005",45.976749,
"CAN","EDUADULT","TRY","PC_25_64","A","2006",46.881516,
"CAN","EDUADULT","TRY","PC_25_64","A","2007",48.181564,
"CAN","EDUADULT","TRY","PC_25_64","A","2008",48.706802,
"CAN","EDUADULT","TRY","PC_25_64","A","2009",49.290722,
"CAN","EDUADULT","TRY","PC_25_64","A","2010",50.311695,
"CAN","EDUADULT","TRY","PC_25_64","A","2011",51.033012,
"CAN","EDUADULT","TRY","PC_25_64","A","2012",52.305416,
"CAN","EDUADULT","TRY","PC_25_64","A","2013",52.971439,
"CAN","EDUADULT","TRY","PC_25_64","A","2014",53.61496,
"CAN","EDUADULT","TRY","PC_25_64","A","2015",55.17366,
"CAN","EDUADULT","TRY","PC_25_64","A","2016",56.265068,
"CAN","EDUADULT","TRY","PC_25_64","A","2017",56.71452,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1981",37.867012,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1990",40.929909,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1991",41.732014,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1992",42.314926,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1993",42.923405,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1994",40.363495,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1995",40.599808,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1996",40.717648,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1997",40.338089,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1998",40.421432,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","1999",40.206757,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2000",40.561737,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2001",40.106728,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2002",39.804909,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2003",39.608646,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2004",39.76453,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2005",39.206749,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2006",38.661331,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2007",38.323586,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2008",38.289677,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2009",38.241207,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2010",37.95142,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2011",37.598511,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2012",36.659264,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2013",36.57077,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2014",36.373581,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2015",35.228447,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2016",34.343746,
"CAN","EDUADULT","UPPSRY","PC_25_64","A","2017",34.412544,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1994",17.259413,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1995",16.634739,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1997",15.044655,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1998",14.660916,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1999",13.955545,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2000",14.05798,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2001",13.791635,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2002",12.072922,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2003",13.580705,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2004",10.923604,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2005",10.074598,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2006",9.7202902,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2007",9.4652252,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2008",9.096694,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2009",8.5971041,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2010",8.0573692,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2011",7.6677351,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2012",7.5491762,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2013",7.1797996,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2014",6.8099089,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2015",6.841207,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2016",6.5732007,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2017",6.2063141,
"CZE","EDUADULT","TRY","PC_25_64","A","1994",10.051514,
"CZE","EDUADULT","TRY","PC_25_64","A","1995",10.607792,
"CZE","EDUADULT","TRY","PC_25_64","A","1997",10.605698,
"CZE","EDUADULT","TRY","PC_25_64","A","1998",10.390572,
"CZE","EDUADULT","TRY","PC_25_64","A","1999",10.835668,
"CZE","EDUADULT","TRY","PC_25_64","A","2000",10.963162,
"CZE","EDUADULT","TRY","PC_25_64","A","2001",11.131626,
"CZE","EDUADULT","TRY","PC_25_64","A","2002",11.94141,
"CZE","EDUADULT","TRY","PC_25_64","A","2003",12.005664,
"CZE","EDUADULT","TRY","PC_25_64","A","2004",12.345678,
"CZE","EDUADULT","TRY","PC_25_64","A","2005",13.058269,
"CZE","EDUADULT","TRY","PC_25_64","A","2006",13.522043,
"CZE","EDUADULT","TRY","PC_25_64","A","2007",13.732669,
"CZE","EDUADULT","TRY","PC_25_64","A","2008",14.498895,
"CZE","EDUADULT","TRY","PC_25_64","A","2009",15.544437,
"CZE","EDUADULT","TRY","PC_25_64","A","2010",16.764982,
"CZE","EDUADULT","TRY","PC_25_64","A","2011",18.243177,
"CZE","EDUADULT","TRY","PC_25_64","A","2012",19.277992,
"CZE","EDUADULT","TRY","PC_25_64","A","2013",20.45986,
"CZE","EDUADULT","TRY","PC_25_64","A","2014",21.51013,
"CZE","EDUADULT","TRY","PC_25_64","A","2015",22.186741,
"CZE","EDUADULT","TRY","PC_25_64","A","2016",22.971544,
"CZE","EDUADULT","TRY","PC_25_64","A","2017",23.927534,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","1994",72.689072,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","1995",72.757469,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","1997",74.349648,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","1998",74.948509,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","1999",75.208786,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2000",74.978859,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2001",75.076736,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2002",75.985672,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2003",74.413628,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2004",76.730721,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2005",76.867134,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2006",76.757668,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2007",76.802109,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2008",76.404411,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2009",75.858459,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2010",75.17765,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2011",74.089088,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2012",73.172829,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2013",72.360344,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2014",71.679962,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2015",70.972054,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2016",70.455254,
"CZE","EDUADULT","UPPSRY","PC_25_64","A","2017",69.86615,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1981",49.742344,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1988",42.824944,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1991",38.506348,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1992",41.092419,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1994",40.017136,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1995",34.520378,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1998",21.488886,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1999",20.368582,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2000",20.218884,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2001",19.33378,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2002",18.908283,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2003",19.446814,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2004",18.778183,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2005",18.983217,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2006",18.359888,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2007",25.721992,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2008",26.203114,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2009",25.244347,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2010",24.37451,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2011",23.103144,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2012",22.10408,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2013",21.733091,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2014",20.446318,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2015",19.62863,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2016",19.254272,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2017",18.670513,
"DNK","EDUADULT","TRY","PC_25_64","A","1981",14.713799,
"DNK","EDUADULT","TRY","PC_25_64","A","1988",17.505634,
"DNK","EDUADULT","TRY","PC_25_64","A","1991",18.318893,
"DNK","EDUADULT","TRY","PC_25_64","A","1992",19.203054,
"DNK","EDUADULT","TRY","PC_25_64","A","1994",19.617189,
"DNK","EDUADULT","TRY","PC_25_64","A","1995",21.589775,
"DNK","EDUADULT","TRY","PC_25_64","A","1998",25.355267,
"DNK","EDUADULT","TRY","PC_25_64","A","1999",26.50436,
"DNK","EDUADULT","TRY","PC_25_64","A","2000",25.777601,
"DNK","EDUADULT","TRY","PC_25_64","A","2001",28.41186,
"DNK","EDUADULT","TRY","PC_25_64","A","2002",29.61084,
"DNK","EDUADULT","TRY","PC_25_64","A","2003",31.847263,
